category,name,price_czk;;;;;;;
project_type,Landing page,19900;;;;;;;
project_type,Firemní web,29900;;;;;;;
project_type,E-shop,49900;;;;;;;
project_type,Modernizace,14900;;;;;;;
pages,1 stránka,0;;;;;;;
pages,3-5 stránek,0;;;;;;;
pages,6-10 stránek,5000;;;;;;;
pages,10+ stránek,10000;;;;;;;
feature,Chatbot,15900;;;;;;;
feature,Cenový kalkulátor,9900;;;;;;;
feature,Rezervační systém,7900;;;;;;;
feature,Lead management,19900;;;;;;;
feature,Kontaktní formulář,3900;;;;;;;
feature,Galerie,5900;;;;;;;
domain,Roční,1500;;;;;;;
